Reference	ID	Tags	Quote	Occurrence	Question	Response
24:1-3	pzkw	application			Why do you think John preached in the wilderness instead of in a city?	Perhaps John wanted to preach God’s message to people who wanted to listen. Few people lived in the wilderness, so people had to make an effort to go there in order to hear John. Most of the people who came to John were serious about listening to his message.
24:2	iecp	application			John told people to repent, for the kingdom of God was near. Why was his message so simple?	John’s message was indeed very simple. However, he told the people everything they needed to know at that time. That is, the Messiah was coming soon to establish his kingdom. People had to repent of their sins if they wanted to participate in that kingdom.
24:3-4	cllk	application			Why do you think the religious rulers came to John?	The religious rulers did not come to John to repent of their sins. Perhaps they were curious about why other people were coming to see him. Or perhaps they were jealous that people were coming to John instead of coming to them. We know John did not think the leaders came for good reasons, because he called them poisonous snakes. Even today, some people come to hear preaching for evil reasons.
24:5	phy3	application			How did John show that he was a humble man?	John openly said that he was not the Messiah, and that he was not worthy to untie the sandals of the Messiah. He also told Jesus that he was not worthy to baptize him. John is an example for us. He was a great prophet, but he knew the Messiah was greater than he was.
24:6	zpm6	application			How can Jesus be both the Messiah and the Lamb of God?	The Messiah is the only person who did not sin. Therefore, he was the only one who could be a perfect sacrifice to God. In that way, he was punished for the sins of everyone in the world who believes in him.
24:8-9	bg7d	application			Why did the Father, the Son, and the Holy Spirit appear together when Jesus was baptized?	By appearing together, they demonstrated that the Father, the Son, and the Holy Spirit are all working together to save people from their sins, and to enable them to enter into the kingdom of God. When Jesus was baptized, he was doing what God the Father wanted him to do. The Holy Spirit guided Jesus to prepare him to do the work of the Messiah and to become the Lamb of God.
24:1-9	sjba	summary				John told people to repent and prepare for the kingdom of God. Many people came to him and repented that they had sinned. Jesus also came so John could baptize him, even though Jesus never sinned. God the Father spoke from heaven to say that Jesus, his Son, pleased him. And the Holy Spirit came in the form of a dove to show that he was with Jesus.
25:1	hvy8	meaning			Why did Jesus go out into the wilderness?	The Holy Spirit led him into the wilderness (See: [25:1](25/01)).
25:1	nyqi	meaning			What did Jesus do in the wilderness before Satan came to tempt him?	Jesus had fasted for 40 days and 40 nights before Satan came to tempt him (See: [25:1](25/01)).
25:2	cln4	meaning			What did Satan tell Jesus to do the first time he tempted him?	Satan told Jesus to turn the rocks into bread so he could eat. (See: [25:2](25/02)).
25:3	tvud	meaning			What did Jesus say was more important than eating bread?	Jesus said it was more important to obey God than to eat bread (See: [25:3](25/03)).
25:4	slyb	meaning			Why did Satan say that Jesus would not be hurt if he jumped off the top of the Temple?	Satan said the angels of God would catch Jesus so that he would not hit the ground (See: [25:4](25/04)).
25:5	a0k8	meaning			Why did Jesus refuse to jump off the top of the Temple?	Jesus did not want to test God, and God had not told him to jump off the Temple (See: [25:5](25/05)).
25:6	vvme	meaning			What was the only thing Satan told Jesus to do in order to receive all the kingdoms of the world?	Satan told Jesus he would give him all the kingdoms of the world if he would bow down and worship Satan (See: [25:6](25/06)).
25:8	xrid	meaning			Did Jesus do any of the sinful things that Satan tempted him to do?	No, Jesus refused to do any of the things that Satan told him to do (See: [25:8](25/08)).
25:1	pnla	application			Why do you think the Holy Spirit led Jesus into the wilderness to fast for 40 days?	God wanted to prove that Jesus would not sin. To show this, he caused Jesus to be weak and hungry. Yet, even though Jesus was weak, he did not sin. He did not do what Satan told him to do.
25:2	r363	application			Why do you think Satan tempted Jesus to turn a stone into bread?	Satan knew that Jesus was very hungry after he had fasted for 40 days and nights. Satan often uses a person’s weakness when he tries to tempt them.
25:4	qo3r	application			Why did Satan quote from the scripture when he told Jesus to jump off the top of the Temple?	Satan knows the scripture and can quote it. However, he does not use the scripture in the correct way. He tries to give the scripture meanings that God did not intend for it to have. Satan only uses the scripture to deceive people.
25:6	tk6u	application			Did Satan really have the authority to offer all the kingdoms of the world to Jesus?	Jesus did not contradict Satan when. There is no reason to believe that Satan cannot give people wealth and power in this world.
25:6	ge4o	application			How was Satan trying to deceive Jesus by offering him all the kingdoms of the world?	The things in this world will end. However, only God can give wealth and power that lasts forever in heaven. Jesus correctly chose to wait until God gave him all the kingdoms of the world so that he could rule forever in heaven.
25:7	br0e	application			Why was it impossible for Jesus to worship Satan even for a short time in order to receive the kingdoms of this world from Satan?	God demands that people serve him alone. It is never right to serve Satan or anyone else—not even for a short time. We are to worship God only. We sin if we worship anyone or anything other than God.
25:1-8	q3x2	summary				Jesus could not die for the sins of other people if he himself were a sinner. Therefore, the Holy Spirit led Jesus into the wilderness so that Satan could tempt him. God wanted to prove to Satan and everyone else that Jesus never sinned, even though Satan personally tried to make him sin. Jesus was weak, tired, and hungry. Even so, he never sinned. He refused to do what Satan told him to do. He understood when Satan used scripture to try to trick him into testing God. And Jesus chose not to accept all the wealth and power in the world from Satan. Instead, he faithfully waited until God would make him ruler over the world. This would not happen until after he had suffered for our sins.
26:1	pzy4	meaning			How did Jesus receive power to do the things that he did?	The Holy Spirit was giving him power (See: [26:1](26/01)).
26:2	irz2	meaning			Why did the people of Nazareth know Jesus well?	Jesus lived in Nazareth when he was a child (See: [26:2](26/02)).
26:2	e2am	meaning			Who wrote the scroll that the leaders asked Jesus to read?	The leaders asked Jesus to read the scroll that the prophet Isaiah wrote (See: [26:2](26/02)).
26:4	e64h	meaning			Who was the scripture about that Jesus read?	The scripture that Jesus read was about the Messiah (See: [26:4](26/04)).
26:4	pz2j	meaning			Why were the people amazed?	Jesus said the things he had read were happening right then. He wanted to say that the Messiah was doing those things right then. This amazed the people (See: [26:4](26/04)).
26:5	m9ek	meaning			Who did the prophet Elijah go to help?	Elijah went to help a widow from another nation (See: [26:5](26/05)).
26:6	j53x	meaning			Who did the prophet Elisha heal?	Elisha healed a commander of Israel’s enemies (See: [26:6](26/06)).
26:7	ql18	meaning			Why did the people of Nazareth take Jesus out of the place of worship?	The people wanted to throw Jesus off a cliff to kill him because he said that the prophets helped Israel’s enemies (See: [26:7](26/07)).
26:8-9	wvzf	meaning			What did Jesus do when the people in Galilee brought many sick people and people with demons to him?	Jesus healed them all (See: [26:8](26/08), [26:9](26/09)).
26:10	xoi9	meaning			What did Jesus call the 12 men whom he called to travel with him and learn from him?	Jesus called these 12 men his apostles (See: [26:10](26/10)).
26:1-5	z2u1	application			Jesus grew up in Nazareth. Did that influence how the people responded to him when he claimed to be the Messiah?	Because the people of Nazareth knew Jesus when he was a little boy, they continued to think of him as an unimportant person. Therefore, it was hard for them to believe that he was the Messiah. For this reason, Jesus said that people do not accept a prophet in the town where he grew up. Have you seen this happen?
26:3-4	jhvt	application			Jesus did not directly tell the people of Nazareth that he was the Messiah. Instead, he read the scripture and said it was happening right then. Why do you think Jesus revealed himself in this way?	Jesus knew that the people of Nazareth did not want to accept that he was the Messiah. Therefore, instead of stating that as a fact, he read the scripture and said that it was talking about him. If the people of Nazareth wanted to know who he was, they could see that he was doing all the things that the scripture said the Messiah would do. If they were willing to believe in him, they could figure out for themselves from the scripture that he was the Messiah.
26:5-7	hpy9	application			Why were the Jews so angry when Jesus told them what Elijah and Elisha did?	The Jews believed that God loved only Jews, and would not help people from other nations. They were wrong. Jesus spoke about Elijah and Elisha to show that God also loved people of other nations. God send the prophets to help the people who would believe in him. But he did not send them to help the Jews when the Jews did not serve him.
26:10	y18i	application			Why did Jesus choose 12 men to be his apostles?	Jesus knew that he would die for our sins. After he would die, someone would have to be able to tell everyone what Jesus had done for us. Therefore, Jesus chose 12 men to prepare them to teach about him. They traveled with him and he taught them so they would be ready to be witnesses for him when he went back to heaven.
26:1-10	xodv	summary				Jesus went to the city of Nazareth in Galilee, the place where he grew up. The people there came together every week to worship God. However, they were not ready to believe that Jesus came from God. When he showed them in the scriptures that he was doing the work of the Messiah, they did not want to believe him. And when Jesus told them that God would accept people from other nations who believed in him, they were so angry that they tried to kill Jesus. Therefore, he left them and went away to preach to other people in Galilee. Many saw the works he did and believed in him. From those who believed, Jesus then chose 12 men to be with him as his apostles. They traveled with him, and he began to teach them so they could tell people about him.
27:1	h40x	meaning			Did the expert in the Jewish law really want to know how to have eternal life?	No, he only wanted to show that Jesus was teaching wrongly (See: [27:1](27/01)).
27:1	omx1	meaning			Where did Jesus tell the man to find the answer to his question?	Jesus asked the man to see what was written in God’s law (See: [27:1](27/01)).
27:2	qvt8	meaning			What did Jesus say would happen to the man if he did what God’s law told him to do?	Jesus said the man would have eternal life if he did what God’s law told him to do (See: [27:2](27/02)).
27:3	duzo	meaning			Why did the man ask Jesus who his neighbor was?	The man wanted to show people that he was living correctly (See: [27:3](27/03)).
27:4	q15q	meaning			Why did Jesus tell a story to the man?	Jesus told the man a story in order to answer his question about who was his neighbor (See: [27:4](27/04)).
27:6-7	jx76	meaning			What did the priest and the Levite do when they saw the injured man?	The priest and the Levite both ignored the injured man and did not help him (See: [27:6](27/06), [27:7](27/07)).
27:8	l5ky	meaning			Why was it surprising that the Samaritan helped the injured Jewish man?	The Samaritans and the Jews hated each other (See: [27:8](27/08)).
27:11	syba	meaning			Which of the men was merciful to the injured man?	The Samaritan was the only one who was merciful to the injured man (See: [27:11](27/11)).
27:11	v5i0	meaning			What did Jesus tell the expert in the Jewish law to do?	Jesus told the expert in the Jewish law to be merciful to people in need, just as the Samaritan in the story did to the injured Jewish man (See: [27:11](27/11)).
27:1	ad2l	application			Why was it surprising that Jesus asked the expert in the Jewish law about what was written in God’s law?	The man knew far more about the Jewish law than any other person in Israel. He continually studied it and taught it to others. However, he did not really understand what the law meant. Therefore, Jesus started questioning him about the law so that he could show the man that he did not really know what God’s law taught.
27:3	m9m8	application			Why do you think the man asked Jesus who his neighbor was?	The man knew God’s law said to love his neighbor as himself. But he also knew that he did not love other people as he should. Therefore, he asked about his neighbor because he was hoping that he only needed to love a few specific people in order to obey the law.
27:6-7	mdt2	application			Why might Jesus have chosen to talk to this man about a priest and a Levite?	The Jews considered the priests and Levites to be the most spiritual people in Israel. They also considered the experts in the law to be very much like the priests and the Levites. Because the experts studied and taught God’s law, people assumed they knew more about God than other people did.
27:8-11	jgcz	application			Why might the expert in the Jewish law have been offended when Jesus compared the actions of the priest and the Levite to the actions of the Samaritan?	The expert in the Jewish law considered the priests and the Levites to be good people, but he hated the Samaritan. He thought all Samaritans were sinners. However, in the story that Jesus told him, the Samaritan was the only person who acted kindly to the injured Jewish man.
27:8-10	jeb2	application			How much did the Samaritan show mercy to the injured man?	The Samaritan did not merely help the injured man a little bit. Instead, he did more for the injured man than anyone would expect him to do. He bandaged him, took him to the inn, and paid all of the expenses for the man.
27:11	feqb	application			What does the story tell us about loving our neighbor?	The Samaritan saw another person who had a serious need. Although the man was a stranger from a people that the Samaritans hated, he felt compassion for him. He took care of the man, doing more than was necessary or expected to help him. He treated the injured man as he would like to be treated himself if he was in need. This is what it means to be a neighbor to someone.
27:1-11	qy7s	summary				The expert in the law who came to Jesus did not believe in Jesus, and he did not really understand God’s law. Instead, he wanted to embarrass Jesus. Jesus knew this, and so he questioned the man about the law. He then told a story that showed how a follower of God should treat other people. God gives eternal life to people who believe in him and obey him, rather than to people who hold powerful religious positions. When the simple Samaritan was merciful to the injured man, he acted more like God than do the most religious people in Israel.
28:1	q5su	meaning			What did the rich young ruler want Jesus to tell him?	The rich young ruler wanted Jesus to tell him how he could have eternal life. He wanted to live forever with God (See: [28:1](28/01)).
28:1	zy6u	meaning			How did Jesus respond when the man called him **good**?	Jesus asked the young man what he meant to say when he called Jesus **good**. Jesus did not wait for the man to answer. He reminded the man that only God is truly good. Perhaps Jesus was asking the man if he believed that Jesus was God (See: [28:1](28/01)).
28:1	m4lj	meaning			What did Jesus tell the young man he should do in order to have eternal life?	Jesus told him to obey God’s laws in order to have eternal life (See: [28:1](28/01)).
28:3	nmgl	meaning			How well did the young man think he had obeyed the law?	The young man thought he had always fully obeyed God’s law. Of course, no one can do that. But he honestly believed that he had done everything that God asked him to do (See: [28:3](28/03)).
28:4	euq8	meaning			What did Jesus tell the young man to give up?	Jesus told the young man to give up all of his possessions (See: [28:4](28/04)).
28:4	u16t	meaning			What did Jesus tell the young man to do after he gave up his possessions?	Jesus told the young man to follow him as his disciple (See: [28:4](28/04)).
28:5	tmmn	meaning			Why did the young man go away sad?	The young man went away sad because he had many possessions, and he did not want to give them up (See: [28:5](28/05)).
28:6	fecf	meaning			According to Jesus, how do riches affect whether a person enters heaven?	Jesus said that it was almost impossible for a rich man to enter into the kingdom of heaven (See: [28:6](28/06)).
28:2-3	d2zc	application			Why did the young man ask which laws he must obey?	The young man did not understand that people must obey all of God’s laws. God considers that we sin if we fail to obey even one of his laws. The young man wrongly thought that God would accept him if he faithfully obeyed some of God’s most important laws.
28:4	ld7w	application			Why did Jesus talk to the young man about being perfect?	The young man wrongly thought he could be ‘good enough’ to have eternal life. Jesus wanted him to know that he had to be perfect—that is, without any sin—in order to have eternal life. He could not keep God’s law perfectly. The only way for him to be perfect was to follow Jesus and trust that Jesus would save him from his sin.
28:5	c0f9	application			If the young man wanted to have eternal life, why was he not willing to give up his possessions?	Jesus promised that the young man would have treasure in heaven if he followed Jesus. However, the young man could not yet see and touch that treasure. He had to believe that Jesus would reward him. However, he could easily see and touch the possessions that he already had in this world. Therefore, it was hard for him to give up his current treasure to gain something that he could not yet see.
28:6-7	tw49	application			Why were the disciples so shocked to hear that it was almost impossible for a rich man to enter the kingdom of heaven?	The people of that day believed that if God loved someone, he made them wealthy. The more possessions a person had, the more people thought God loved them. The disciples were shocked to hear that God does not necessarily accept a person who is rich.
28:9-10	nh0p	meaning			If disciples give up things for Jesus’ sake, how much more will they receive from him?	Disciples who give up things for Jesus will receive 100 times as much from him as a reward (See: [28:10](28/10)).
28:10	oc23	application			When will Jesus reward his disciples for giving up things for his sake?	Jesus does not say when he will reward his disciples. He may give them some things in this life, but most of their reward will be in heaven. Jesus clearly told his disciples that he would give them 100 times as much as they give up for him in this life. Other people may think they are poor in this life, but Jesus will richly reward them in his kingdom.
28:1-10	xdbi	summary				The rich young ruler who came to Jesus genuinely wanted to receive eternal life. He thought that he had obeyed God enough to be worthy of eternal life. Jesus loved him, but also knew that the young man loved his possessions. Therefore, Jesus tested him by telling him to give up his possessions and to follow Jesus in order to have eternal life. However, this made the young man very sad. The disciples were surprised that Jesus did not accept the rich young man. But Jesus explained that he would reward the disciples who gave up their wealth for his sake.
29:1	y438	meaning			What did Jesus mean when he told Peter to forgive his brother 70 times seven?	When Jesus told Peter to forgive his brother 70 times seven, he wanted to say that Peter should forgive his brother as many times as necessary without stopping (See: [29:1](29/01)).
29:2	mdm5	meaning			Would the servant ever be able to repay the money he owed to the king?	Since the servant owed 200,000 years’ wages, he would not be able to repay the king in his lifetime (See: [29:2](29/02).
29:3	z6tz	meaning			How would the king get his money back by selling the servant and his family as slaves?	The king would take the money that he would receive from selling the man and his family as slaves. This money would be a partial payment toward what the servant owed the king (See: [29:3](29/03)).
29:5-6	elig	meaning			Would the servant who owed four months’ wages be able to repay the other servant?	The servant who owed four months’ wages might have been able to repay the other servant if he had time to earn the money (See: [29:5](29/05), [29:6](29/06)).
29:7	nvdz	meaning			Why were the other servants disturbed by what happened?	The other servants thought the servant whom the king forgave had treated the other servant unfairly. He should have forgiven the other servant (See: [29:7](29/07)).
29:8	ogtk	meaning			Why was the king so angry?	The king was angry because he had forgiven the debt of the servant, but now he saw that the servant was a wicked man. He was not willing to forgive other people as the king had forgiven him (See: [29:8](29/08)).
29:8	ce4p	meaning			For how long did the king put the wicked servant into prison?	The king put the servant into the prison until he could repay his debt. However, his debt was so large that he would never be able to repay it. Therefore, he would be in prison for the rest of his life (See: [29:8](29/08)).
29:9	cxcz	meaning			Why did Jesus tell this story?	Jesus wanted his disciples to know that God had forgiven them, and that he expected them to forgive each other in the same way (See: [29:9](29/09)).
29:1	mjbh	application			Why do you think Peter offered to forgive his brother seven times?	Peter apparently thought that he was being merciful if he forgave his brother seven times. That seemed like a lot to Peter. However, Jesus answered that seven times was not enough. Disciples of Jesus should forgive 70 times more than that. That is, they should forgive their brothers without limit.
29:2,5	l2d3	application			How did the debts of the two servants compare to each other?	The debt of the first servant was so large that it would be impossible to repay. The debt of the second servant was significant, but not impossible to pay.
29:2-8	vpv5	application			Who do you think the king and the servants represent in this story?	In this story, the king represents God. The servants represent the disciples of Jesus. Every disciple owed God a payment for his sin that was impossible to pay, just as the servant owed the king a huge debt. However, God forgave their sin because Jesus died in their places. Therefore, God expects his disciples to forgive each other.
29:9	leyf	application			How will God respond to disciples who do not forgive other disciples?	God will be very angry with disciples who are not willing to forgive other disciples. He will judge them severely.
29:1-9	myod	summary				Peter asked Jesus how many times he should forgive a fellow disciple who sinned against him. He thought that perhaps seven times would be enough. But Jesus told him that he should continue to forgive his brother even 70 times more than that. Jesus then told a story to show that God is like a king who has forgiven his disciples a great debt of sin. Therefore, his disciples should also forgive their fellow disciples. The debt that they owe each other is much less than the debt they owed to God. If his disciples do not forgive each other, God will be angry with them and will punish them.
30:1	ifx4	meaning			Why did Jesus invite his disciples to go to a quiet place to rest?	His disciples had been preaching and teaching about Jesus in many different villages, and they were tired (See: [30:1](30/01)).
30:2	qfdx	meaning			What did the people do in order to see Jesus?	The people ran along the shore of the lake in order to get to the other side to be there when the boat carrying Jesus and his disciples would arrive there (See: [30:2](30/02)).
30:3	rgn9	meaning			How many people were in the crowd that waited for Jesus?	There were over 5,000 men in the crowd, but there were also many woman and children. We do not know the total number of people who were there (See: [30:3](30/03)).
30:3	qecy	meaning			How did Jesus respond to the crowds that waited for him?	Jesus had compassion on the people, because they were like sheep without a shepherd (See: [30:3](30/03)).
30:5	sef6	meaning			How much food did the disciples have with them?	The disciples only had five loaves of bread and two small fish (See: [30:5](30/05)).
30:7-8	mgiw	meaning			What did Jesus do with the loaves and the fish?	Jesus thanked God for the loaves and fish, broke them into pieces, and gave them to his disciples to give to the people (See: [30:7](30/07), [30:8](30/08)).
30:8	fllj	meaning			What happened when the crowd ate the five loaves of bread and the two small fish?	The bread and the fish never ran out. The crowd ate as much as they wanted and they were satisfied (See: [30:8](30/08)).
30:9	hjol	meaning			How much food was left over after the crowd ate what they wanted?	The disciples picked up 12 baskets full of food that was left over (See: [30:9](30/09)).
30:1	jmp0	application			Should disciples rest even when there is a lot of work to do?	Rest is a good thing. When God created the earth, he commanded people to rest on the seventh day of the week. When the disciples finished preaching and teaching, Jesus took them away to rest. People need to rest occasionally in order to do their work well.
30:2-3	c3pm	application			How did Jesus respond to the crowd when they interrupted him and the disciples as they were going to a place to rest?	Even though Jesus wanted the disciples to rest, he was not angry with the crowds that followed them. Instead, he felt compassion on the people. Even though he and his disciples needed to rest, they taught and healed the people in the crowd.
30:4-5	wika	application			Why did Jesus tell the disciples to give the crowd something to eat?	Jesus knew that they did not have enough food to feed the crowd. He told the disciples to feed them so that the disciples would understand that it was impossible to do that. Then, when Jesus caused the bread and the fish to increase and feed them all, the disciples would understand that he had done what was impossible. They would know that God had worked through him in a mighty way.
30:8	y25m	application			Who caused the food to increase?	Jesus was the one who caused the food to increase and satisfy all the people. The disciples passed out the food to the people, but Jesus was the one who continually gave them the food. When everyone had finished eating, the disciples knew that Jesus was the one who had done this miracle.
30:9	xybt	application			Why do you think the disciples collected the leftover food?	Jesus wanted the disciples to see how much he had multiplied the food. The leftover food was more than the five loaves of bread and two fish that they had at the beginning. Those would fit into a single basket. But now there were 12 full baskets. Each of the 12 disciples had a full basket of leftover food.
30:1-9	y22v	summary				Jesus’ disciples were tired from preaching and teaching about Jesus. Jesus knew they needed rest, so he took them in a boat to a quiet place. However, thousands of people who wanted to see Jesus ran ahead to that place. But Jesus was not angry with them. Instead, he felt compassion for them. They did not have anyone to teach then and to care for them, so he did that. Even though there was not enough for the people to eat, Jesus multiplied the small amount of food they had and gave it to his disciples to give to the people. The food fed all of the people as much as they wanted to eat. The disciples had more food left over than they had before they fed the people. Jesus took the small amount of food that they had and enabled them to meet the needs of the entire crowd with it. Only God can do that.
31:1	qr47	meaning			What did Jesus do after he sent his disciples across the lake in a boat?	Jesus sent away the crowd and then went up on a mountainside to pray alone (See: [31:1](31/01)).
31:2	ozmc	meaning			What difficulty did the disciples have on the lake?	The wind was blowing hard, so the disciples were having difficulty crossing the lake in the boat (See: [31:2](31/02)).
31:3	ojo7	meaning			How did Jesus come to the disciples?	Jesus walked on top of the water to the boat in the middle of the lake (See: [31:3](31/03)).
31:4	yinr	meaning			Why were the disciples afraid of Jesus when he came to them?	The disciples were afraid when they saw Jesus walking on top of the water because they thought Jesus was a ghost (See: [31:4](31/04)).
31:5	awqn	meaning			What did Peter ask Jesus to do in order to prove that Jesus was not a ghost?	Peter asked Jesus to command him to walk to Jesus on the water (See: [31:5](31/05)).
31:6	usdh	meaning			What happened when Peter stepped onto the water?	Peter was also able to walk on the water for a short distance (See: [31:6](31/06)).
31:6-7	sfso	meaning			Why did Peter begin to sink in the water?	Peter began to sink when he took his eyes away from Jesus and looked at the waves instead (See: [31:6](31/06), [31:7](31/07)).
31:7	q9l4	meaning			What did Peter do to save himself as he was sinking in the water?	Peter shouted for Jesus to save him. Jesus reached out and grabbed Peter (See: [31:7](31/07)).
31:8	ft09	meaning			What happened to the storm?	The storm stopped as soon as Peter and Jesus stepped into the boat (See: [31:8](31/08)).
31:8	zptk	meaning			How did the disciples respond when Jesus entered the boat?	The disciples were amazed. They all bowed down and worshiped Jesus as the Son of God (See: [31:8](31/08)).
31:1	qlof	application			Why did Jesus remain on the mountainside and pray until late at night?	Jesus believed that prayer was important even for him. He often spent time talking to his Father. Even when he was very busy, he took time to pray. He became an example for all of his disciples, and for us.
31:2	j52v	application			Why do you think the disciples had difficulty crossing the lake? Jesus had sent them there.	A disciple who follows Jesus will still experience difficult times. Jesus did not say it was easy to be his disciple. In this situation, Jesus sent the wind against the disciples so he could show them that he had authority over the storm. God often causes difficult times in our lives so that he can show us his power.
31:5-6	ok0c	application			Why do you think it was wise for Peter to try to walk on the water to Jesus?	Peter often did not think carefully about things before he did them. Perhaps this occasion is an example. It may have been a foolish thing to do. But at the same time, it was also very brave. None of the other disciples tried to go to Jesus. They all remained in the boat and waited for Jesus to come to them.
31:7	plia	application			Why did Jesus say that Peter had little faith?	Peter began to trust Jesus. He asked to Jesus to cause him to walk on the water. That shows that Peter believed in Jesus. However, when Peter saw the wind and the waves, he began to fear that Jesus could not keep him safe on the water. His faith began to waver. At that point, he began to sink. His faith was not strong enough to trust Jesus for very long.
31:8	h3r0	application			Why did the disciples worship Jesus?	The disciples saw that he had walked across the water of the lake during the storm, and that he had calmed the wind. Many of the disciples were fishermen. They knew that no mere man could walk on the water. They understood clearly that Jesus was doing things that only God could do. Therefore, they bowed down and worshiped him.
31:1-8	x41w	summary				Jesus stayed behind as he sent his disciples across the lake in the boat. While they went, he prayed to his Father until late at night. Jesus often spend much time in prayer, no matter how busy he was. Eventually, Jesus began to walk across the lake on the water toward the disciples. They were afraid when they saw him, but Peter asked permission to come to Jesus on the water. He walked partway to Jesus before he became afraid the waves and began to sink. Jesus saved Peter, but he rebuked him for not believing in Jesus enough. When Jesus got into the boat, the storm stopped. The disciples were so amazed at what Jesus had done that they all fell down and worshiped him as the Son of God.
32:3-4	wz3u	meaning			How did the demon affect the man he possessed?	The demon made the man so strong that no one could control him. But it also made him scream all day and night, go around without clothes, and cut himself with stones (See: [32:3](32/03), [32:4](32/04)).
32:6	ay54	meaning			What was the name of the demon in the man?	The name of the demon was Legion because he was actually a group of many demons (See: [32:6](32/06)).
32:7	r0xv	meaning			The demons asked Jesus for permission to do what?	The demons asked Jesus for permission to go into the pigs instead of leaving the region (See: [32:7](32/07)).
32:8	hawh	meaning			What happened when the demons entered into the pigs?	All 2,000 pigs ran into the lake and drowned (See: [32:8](32/08)).
32:10	dxv7	meaning			What did the people of the region ask Jesus to do when they saw the man who was healed and heard that the pigs were dead?	Because the people of the region were afraid of Jesus, they asked him to leave them (See: [32:10](32/10)).
32:13	y9ng	meaning			What problem did the woman in the crowd have?	The woman had been bleeding for 12 years. She spent all of her money on doctors and none of them could heal her. Instead, she got worse (See: [32:13](32/13)).
32:14	ot0o	meaning			What did the woman think would heal her?	The woman thought she would be healed if she could only touch Jesus’ clothes (See: [32:14](32/14)).
32:14-15	amns	meaning			What happened when the woman touched Jesus?	The woman immediately stopped bleeding when she touched Jesus. But Jesus knew that power had gone out from him, and asked who had touched him (See: [32:14](32/14), [32:15](32/15)).
32:16	v20r	meaning			What did Jesus say was the reason the woman was healed?	Jesus told the woman that her faith had healed her. She was well because she believed that Jesus could heal her (See: [32:16](32/16)).
32:4	hfvp	application			How did the demons treat the man they possessed?	The demons caused the man they possessed to suffer and to bring shame upon himself. They caused him to harm even his own body. He would scream in pain all day and all night. Demons want to destroy the people whom God created.
32:5-8	rchs	application			This story shows that Jesus had which power over the demons?	Jesus had the power to command the demons to come out of the man. He also had the power to decide where they could go after they left him. Jesus could send them into eternal punishment. The demons were afraid Jesus would do that. That is why they asked to go into the pigs instead.
32:10	iq5y	application			Why did the people ask Jesus to leave their region?	The people were very concerned about the money they lost when their pigs drowned, but they did not care that the man was released from the demons. They asked Jesus to leave because they valued their possessions more than they valued other people.
32:11	rsz8	application			Why did Jesus tell the man who was freed from the demons to go to his home?	The man wanted to follow Jesus as his disciple. But Jesus told the man to stay and to be his disciple among his own people. The people sent Jesus away. So Jesus told the man to stay at his home so that he could tell the people there about Jesus after Jesus went away.
32:15-16	uvtn	application			Why did Jesus ask the woman to tell what had happened to her?	Jesus healed the woman because she believed in him. But Jesus also wanted other people to believe in him. For that reason, he did not allow the woman to be healed in secret. Instead, he caused her to tell everyone how he had healed her. In this way, she acted as his disciple.
32:1-16	e458	summary				Jesus healed two people who were suffering greatly. The man had a demon that no one could control or remove. The woman was bleeding and no doctor could heal her. Jesus had the power to easily heal them both. However, he did not heal either person in secret. He sent the demons from the man into the pigs so that they died. As a result, everyone in the region heard that he had healed the man. Furthermore, he told the man who was healed to go home and to continue to tell everyone there what Jesus had done for him. Likewise, Jesus did not allow the woman to be healed in secret. He called her out before the crowd so that she could tell them all how Jesus had healed her. Jesus was preparing people to be able to tell everyone who he was and what he had done for them.
33:1	kccf	meaning			Why did Jesus get into a boat to teach the people?	The people were crowding too tightly around him. So Jesus got into the boat so that he would have room to speak to all the people (See: [33:1](33/01)).
33:2	wtax	meaning			What happened to the seed that fell on the path?	The birds ate the seed that fell on the path (See: [33:2](33/02)).
33:3	c4si	meaning			What happened to the seed that fell on rocky ground?	The seed that fell on rocky ground did not have enough soil for its roots, so it withered and died (See: [33:3](33/03)).
33:4	et36	meaning			What happened to the seed that fell among the thorns?	The thorns choked out the seed that fell among them so that it did not produce any grain (See: [33:4](33/04)).
33:5	wwnw	meaning			What happened to the seed that fell on the good soil?	The seed that fell on the good soil produced 30, 60 or even 100 times as much grain as the seed that was planted (See: [33:5](33/05)).
33:6	jo12	meaning			What does the seed in the story represent?	The seed in the story represents the word of God that goes out to different people (See: [33:6](33/06)).
33:6	xt83	meaning			What does the seed on the path represent?	The seed on the path represents people who do not understand the word of God. Then the devil takes it away from them (See: [33:6](33/06)).
33:7	yvx7	meaning			What does the seed on the rocky ground represent?	The seed on the rocky ground represents people who hear the word of God, but then hardship causes them to stop trusting in God (See: [33:7](33/07)).
33:7	je5u	meaning			What does the seed on the thorny ground represent?	The seed on the thorny ground represents people who allow money and other things to distract them from their love for God (See: [33:7](33/07)).
33:9	fd7d	meaning			What does the seed in the good soil represent?	The seed in the good soil is the person who hears and believes the word of God (See: [33:9](33/09)).
33:1	liap	application			Why do you think Jesus told this story to the large crowd?	There would be many kinds of people in the large crowd. They would respond to the words of Jesus in different ways. This story described how they would respond. They would all hear the words of Jesus, but only a few would believe his words and do what God wanted them to do. The other people would fail to love God for different reasons.
